no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url,deal_location_lat,deal_location_lon,posts,current_listing_price,last_listing_price,contains_brand,brands,len_posts,post_word_count,emojis,num_emojis,lemma_posts
50,7,Specialized Allez Sprint (52),"2,300",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Specialized Allez Sprint (Size 52)
Year ：2019
SmartWeld Technology by Specialized. The best in it’s class, lightweight & super aero.

Size 52. Suitable for rider 168 - 175cm. 
Current rider height: 173cm 
Bike Condition：9.5/10

Frame : Specialized Premium Aluminum 
Fork  : S-Works FACT full carbon
Handlebar : Cycle Track carbon 420mm
Saddle : Prologo Dimension143
Seatpost  : Specialized Venge Aero seatpost, FACT carbon
Pedals : Shimano cleats
Rear Derailleur : Shimano r8000 11-speed
Front Derailleur : Shimano 105 
Crank : Shimano r8000
Shifters : Shimano 105, 11-speed
Cassette  : Shimano r8000, 11-speed, 11-28t
Brakes : Shimano r8000 caliper

Rims/Wheelset : Prolite fullcarbon 48mm
Tires : Conti gp5000  700x25",N,,,Y,Lakeside MRT Station (EW26),shentan92,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,7,https://www.carousell.sg/p/specialized-allez-sprint-52-1242128539/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=521,,,"Specialized Allez Sprint (52) Specialized Allez Sprint (Size 52) Year ：2019 SmartWeld Technology by Specialized. The best in it’s class, lightweight & super aero. Size 52. Suitable for rider 168 - 175cm.  Current rider height: 173cm  Bike Condition：9.5/10 Frame : Specialized Premium Aluminum  Fork  : S-Works FACT full carbon Handlebar : Cycle Track carbon 420mm Saddle : Prologo Dimension143 Seatpost  : Specialized Venge Aero seatpost, FACT carbon Pedals : Shimano cleats Rear Derailleur : Shimano r8000 11-speed Front Derailleur : Shimano 105  Crank : Shimano r8000 Shifters : Shimano 105, 11-speed Cassette  : Shimano r8000, 11-speed, 11-28t Brakes : Shimano r8000 caliper Rims/Wheelset : Prolite fullcarbon 48mm Tires : Conti gp5000  700x25",2300.0,,True,"Specialized, Specialized, Specialized, Specialized, Specialized, Allez, Allez",749,112,,0,specialized allez sprint 52 specialized allez sprint size 52 year ： 2019 smartweld technology specialized good class lightweight super aero size 52 suitable rider 168 175 cm   current rider height 173 cm   bike condition：9.5/10 frame specialized premium aluminum   fork   s work fact carbon handlebar cycle track carbon 420 mm saddle prologo dimension143 seatpost   specialized venge aero seatpost fact carbon pedal shimano cleat rear derailleur shimano r8000 11 speed derailleur shimano 105   crank shimano r8000 shifters shimano 105 11 speed cassette   shimano r8000 11 speed 11 28 t brake shimano r8000 calip rims wheelset prolite fullcarbon 48 mm tire conti gp5000   700x25
2,9,Full carbon Felt B16,"1,600",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,Used less than 100km. brought from France. still like new. tyre still with hair. size 52. open to bargains but no-balling please. this was bought 2699 Euro,N,,,Y,Sengkang MRT/LRT Interchange (NE16/STC),dridescu,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.8,107,https://www.carousell.sg/p/full-carbon-felt-b16-1240630169/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1187,,,Full carbon Felt B16 Used less than 100km. brought from France. still like new. tyre still with hair. size 52. open to bargains but no-balling please. this was bought 2699 Euro,1600.0,,True,Felt,176,31,,0,carbon felt b16 100 km bring france like new tyre hair size 52 open bargain ball buy 2699 euro
6,2,Pinarello Dogma 60.1,"3,700",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Helping my dad sell of his bike

Bought from local “CycleWorx”

Specs:
Size 50
Reynolds Rim 32’ 
Continental Tires
Campagnolo super record 11 speed

Pm for more details😬

",N,,,Y,Blk 238 Hougang Avenue 1,angteykor,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,21,https://www.carousell.sg/p/pinarello-dogma-60-1-1243008709/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=95,,,Pinarello Dogma 60.1 Helping my dad sell of his bike Bought from local “CycleWorx” Specs: Size 50 Reynolds Rim 32’  Continental Tires Campagnolo super record 11 speed Pm for more details ,3700.0,,True,"Pinarello, Dogma",192,31,😬,1,"pinarello dogma 60.1 help dad sell bike buy local "" cycleworx "" specs size 50 reynolds rim 32 '   continental tires campagnolo super record 11 speed pm detail"
17,1,Giant TCR Red,500 600,Well used,Mailing,2 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,"Used
Shimano 150
Size S
VG sport Gold bike chain

Able to arrange for viewing at my convenience (sengkang)
",Y,Same day delivery Free,Within 1 working day,N,,sellingcheapcheaper,Joined 7 years ago,Not Responsive,Verified,1.0,1.0,1.0,4.5,26,https://www.carousell.sg/p/giant-tcr-red-1227603672/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1508,,,Giant TCR Red Used Shimano 150 Size S VG sport Gold bike chain Able to arrange for viewing at my convenience (sengkang) ,500.0,600.0,True,Giant,121,22,,0,giant tcr red shimano 150 size s vg sport gold bike chain able arrange view convenience sengkang
3,4,"Giant,Full Carbon body,TRX.","2,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant,full carbon body,TRX.
Shimano Gear.
Road Bike.
Owner,relocation,busy no time to train and 
Practice.",N,,,Y,Blossom Residence Condominium,abcdkrh,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,28,https://www.carousell.sg/p/giant-full-carbon-body-trx-1240713792/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1148,,,"Giant,Full Carbon body,TRX. Giant,full carbon body,TRX. Shimano Gear. Road Bike. Owner,relocation,busy no time to train and  Practice.",2000.0,,True,"Giant, Giant",134,17,,0,giant carbon body trx giant carbon body trx shimano gear road bike owner relocation busy time train   practice
21,9,GIANT TCR ADVANCE DISC 1+ PRO COMPACT Di2 Ultegra,"4,250",Well used,Meetup,4 days ago,Road Bikes,Bumped,Has minor flaws or defects.,"Color Black Chrome Amber Glow
Rims, Spokes & Hub - Giant SLR 2 42 Carbon Disc WheelSystem 12 mm thru-axle
Crankset Shimano FC-RS510 - 172.5 mm
Drive train upgraded to Ultegra Di2 
 
Some chipped off  paint (not from Riding)

Perfect for entry into road biking
(Di2 Charger included)

Accessories in photos not included 

Low ballers will be ignored
Slight (Sincere offer) nego will be expected upon viewing ",N,,,Y,Bt Panjang NPC,genuine.seller,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,27,https://www.carousell.sg/p/giant-tcr-advance-disc-1-pro-compact-di2-ultegra-1234353764/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=248,,,"GIANT TCR ADVANCE DISC 1+ PRO COMPACT Di2 Ultegra Color Black Chrome Amber Glow Rims, Spokes & Hub - Giant SLR 2 42 Carbon Disc WheelSystem 12 mm thru-axle Crankset Shimano FC-RS510 - 172.5 mm Drive train upgraded to Ultegra Di2    Some chipped off  paint (not from Riding) Perfect for entry into road biking (Di2 Charger included) Accessories in photos not included  Low ballers will be ignored Slight (Sincere offer) nego will be expected upon viewing ",4250.0,,True,"GIANT, Giant",457,76,,0,giant tcr advance disc 1 pro compact di2 ultegra color black chrome amber glow rims spokes hub giant slr 2 42 carbon disc wheelsystem 12 mm axle crankset shimano fc rs510 172.5 mm drive train upgrade ultegra di2     chip   paint riding perfect entry road biking di2 charger include accessory photo include   low baller ignore slight sincere offer nego expect view
18,5,Trek Madone 3.1  Roadbike,"1,200",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","- Full carbon bike with the following components:
1. Shimano 105 groupset
2. Speed 2 X 10
3. SRAM cranks
4. Ultegra rims
5. Carbon frame size 50
- No faults or any parts replacements required
- Just take  and ride 
- Just need to tune slightly to suit your riding style.
- Carbon water bottle holder not included",N,,,Y,514 WoodlandsWeekends - PM to arrange timeYishunWeekdays after 7pm,superspeed,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,8,https://www.carousell.sg/p/trek-madone-3-1-roadbike-1227965461/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=5GKW_1WlFKk-ppz8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1759,,,Trek Madone 3.1  Roadbike - Full carbon bike with the following components: 1. Shimano 105 groupset 2. Speed 2 X 10 3. SRAM cranks 4. Ultegra rims 5. Carbon frame size 50 - No faults or any parts replacements required - Just take  and ride  - Just need to tune slightly to suit your riding style. - Carbon water bottle holder not included,1200.0,,True,Trek,338,63,,0,trek madone 3.1   roadbike carbon bike follow component 1 shimano 105 groupset 2 speed 2 x 10 3 sram crank 4 ultegra rim 5 carbon frame size 50 fault part replacement require   ride   need tune slightly suit ride style carbon water bottle holder include
34,5,Colnago CLX,"2,300",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Condition 9.5/10
Full Canbon Road Bike 
ULTEGRA Groupset 
R8070 R8020 R8000
FULCRUM Wheelset
Canbon Handlebar
Bike Weight 8.2kg
Bike 50
Bicycle Spec in the last picture",N,,,Y,7-Eleven,parrotlover,Joined 9 years ago,Very Responsive,Verified,0.0,1.0,1.0,4.7,65,https://www.carousell.sg/p/colnago-clx-1238997509/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=5GKW_1WlFKk-ppz8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1744,,,Colnago CLX Condition 9.5/10 Full Canbon Road Bike  ULTEGRA Groupset  R8070 R8020 R8000 FULCRUM Wheelset Canbon Handlebar Bike Weight 8.2kg Bike 50 Bicycle Spec in the last picture,2300.0,,True,Colnago,180,28,,0,colnago clx condition 9.5/10 canbon road bike   ultegra groupset   r8070 r8020 r8000 fulcrum wheelset canbon handlebar bike weight 8.2 kg bike 50 bicycle spec picture
3,2,捷安特 Giant,"800 1,200",Like new,Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,Road bike 捷安特 Giant,N,,,Y,Bishan - Ang Mo Kio Park,jingtay,Joined 9 years ago,Not Responsive,Verified,1.0,1.0,1.0,5.0,1,https://www.carousell.sg/p/捷安特-giant-1230620178/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=753,,,捷安特 Giant Road bike 捷安特 Giant,800.0,1200.0,True,"Giant, Giant",29,6,,0,捷安特 giant road bike 捷安特 giant
20,9,SEKA EXCEED RDC Naked BLACK 12 Speed Di2 Shimano Ultegra 8170 Carbon-Ti 1.2kg (6.9kg) With Box,"6,800",Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand New Built. 1 ride old. 30km done.
Local Frame by Distro...

All Bought Brand New
6.9 Kg without pedals, bottle cage and mount. everything in 7.3kg 

Original length.
Seatpost and Fork Uncut

RDC Frame $3.3k
Ultegra 12 sp Di2 $3.2k
T47 HSCER Ceramic BB $140
Lightbicycle AR465/AR375 (1.2kg) $2.1k
Carbon-Ti Hubs
Continental GP5000 TL Tubeless 25c $180
SEKA Integrated Bar 400x90
SEKA Original Seatpost 0 Offset
170mm Crank
11-30 Cassette

Total Build Cost 8.9k
No time to ride. Clearing off 2 out of my 3 bikes, keeping 1 only.

Full Seka Frame Box still available if u need, pick up from my office

2.3k off Build Price. Take and go.",N,,,Y,Bedok Reservoir,Bikes_And_Techs,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,374,https://www.carousell.sg/p/seka-exceed-rdc-naked-black-12-speed-di2-shimano-ultegra-8170-carbon-ti-1-2kg-6-9kg-with-box-1239711453/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1503,,,"SEKA EXCEED RDC Naked BLACK 12 Speed Di2 Shimano Ultegra 8170 Carbon-Ti 1.2kg (6.9kg) With Box Brand New Built. 1 ride old. 30km done. Local Frame by Distro... All Bought Brand New 6.9 Kg without pedals, bottle cage and mount. everything in 7.3kg  Original length. Seatpost and Fork Uncut RDC Frame $3.3k Ultegra 12 sp Di2 $3.2k T47 HSCER Ceramic BB $140 Lightbicycle AR465/AR375 (1.2kg) $2.1k Carbon-Ti Hubs Continental GP5000 TL Tubeless 25c $180 SEKA Integrated Bar 400x90 SEKA Original Seatpost 0 Offset 170mm Crank 11-30 Cassette Total Build Cost 8.9k No time to ride. Clearing off 2 out of my 3 bikes, keeping 1 only. Full Seka Frame Box still available if u need, pick up from my office 2.3k off Build Price. Take and go.",6800.0,,True,"SEKA, SEKA, SEKA, Seka",734,127,,0,seka exceed rdc naked black 12 speed di2 shimano ultegra 8170 carbon ti 1.2 kg 6.9 kg box brand new built 1 ride old 30 km local frame distro ... buy brand new 6.9 kg pedal bottle cage mount 7.3 kg   original length seatpost fork uncut rdc frame 3.3k ultegra 12 sp di2 3.2k t47 hscer ceramic bb 140 lightbicycle ar465 ar375 1.2 kg 2.1k carbon ti hubs continental gp5000 tl tubeless 25c 180 seka integrated bar 400x90 seka original seatpost 0 offset 170 mm crank 11 30 cassette total build cost 8.9k time ride clear 2 3 bike keep 1 seka frame box available u need pick office 2.3k build price
2,9,WOLFPACK Specialized Allez Elite,"1,800",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought from Taiwan Specialized YOYO Cycles

Wolfpack colourway

Size 49, Shimano 105, 22speed

All stock condition, no pedals
",N,,,Y,Serangoon MRT Interchange (NE12/CC13),vileciment,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,158,https://www.carousell.sg/p/wolfpack-specialized-allez-elite-1242315283/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=430,,,"WOLFPACK Specialized Allez Elite Bought from Taiwan Specialized YOYO Cycles Wolfpack colourway Size 49, Shimano 105, 22speed All stock condition, no pedals ",1800.0,,True,"Specialized, Specialized, Allez",159,22,,0,wolfpack specialized allez elite buy taiwan specialized yoyo cycles wolfpack colourway size 49 shimano 105 22speed stock condition pedal
67,4,Specialized S work Venge Vias size 52 without wheel,"5,000",Like new,Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Fastest Bike in the Pro Peloton
Best looking Venge ViAS on the road
Best components you can buy!!

S-Works Venge Vias (Size 52) No Wheels
Wheels sold off 
Ceramic speed bottom brackets
42mm Zero Rise Aerofly Handbars
Supacaz Bartape
Dura Ace 9070 Di2 Groupset
Specialized Power Saddle

Low baller will be ignore
Not interested in trading",N,,,Y,SingaporeAdmiralty,sdm.co,Joined 3 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,36,https://www.carousell.sg/p/specialized-s-work-venge-vias-size-52-without-wheel-1203017329/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=467,,,Specialized S work Venge Vias size 52 without wheel Fastest Bike in the Pro Peloton Best looking Venge ViAS on the road Best components you can buy!! S-Works Venge Vias (Size 52) No Wheels Wheels sold off  Ceramic speed bottom brackets 42mm Zero Rise Aerofly Handbars Supacaz Bartape Dura Ace 9070 Di2 Groupset Specialized Power Saddle Low baller will be ignore Not interested in trading,5000.0,,True,"Specialized, Specialized, S work",389,65,,0,specialized s work venge vias size 52 wheel fastest bike pro peloton best look venge vias road good component buy s works venge vias size 52 wheels wheels sell   ceramic speed bracket 42 mm zero rise aerofly handbars supacaz bartape dura ace 9070 di2 groupset specialized power saddle low baller ignore interested trading
18,1,Cipollini RB1K Carbon OEM 🚲,"1,800",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cipollini RB1K OEM Bike
-T1100 Full Carbon Frame
-Elitewheels 700Cc Carbon Wheels
-Toseek TR5500 Carbon Road Integrated Handle Bar
-Toseek Carbon Seat
-Sensah empire 2*11 Crankset 165, 52-36 Disc, Center Shaft Bb68
-Continental GrandPix GP5000 S TR28c Black
-Minor paint chip off, no time to ride hence selling.
-Used less than 10 times, suitable for 150-163cm
*Come with Cipollini Bottle Cage

Built close to 3k",N,,,Y,Pioneer MRT Station (EW28),sincerelybuyer,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,390,https://www.carousell.sg/p/cipollini-rb1k-carbon-oem-🚲-1240132197/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1389,,,"Cipollini RB1K Carbon OEM  Cipollini RB1K OEM Bike -T1100 Full Carbon Frame -Elitewheels 700Cc Carbon Wheels -Toseek TR5500 Carbon Road Integrated Handle Bar -Toseek Carbon Seat -Sensah empire 2*11 Crankset 165, 52-36 Disc, Center Shaft Bb68 -Continental GrandPix GP5000 S TR28c Black -Minor paint chip off, no time to ride hence selling. -Used less than 10 times, suitable for 150-163cm *Come with Cipollini Bottle Cage Built close to 3k",1800.0,,True,"Cipollini, Cipollini, Cipollini",440,70,🚲,1,cipollini rb1 k carbon oem   cipollini rb1 k oem bike -t1100 carbon frame -elitewheel 700cc carbon wheels -toseek tr5500 carbon road integrated handle bar -toseek carbon seat -sensah empire 2 11 crankset 165 52 36 disc center shaft bb68 -continental grandpix gp5000 s tr28c black -minor paint chip time ride sell -used 10 time suitable 150 163 cm come cipollini bottle cage build close 3k
