,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
97,13 likes,1 image,2021 Giant Propel Advanced 2 | Full 105 Shimano Groupset | Powermeter | Carbon Wheels,"2,450 2,650",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant Propel Advanced 2 (2021)
- Bought from Tay Junction. Have receipts + Papers.
- RTP $3200, bought end of 2021.
-Full 105 Upgrades.
Additional Upgrades : $1300 worth.
- Magene Power Meter ( Cadence + Power)
- Avian CR3
- Continental GP5000 STR Tan Walls.
- Ciclovation Tape

As it is a rim brake bicycle, weight is rather low at around low 8kg < . 
Shimano Carbon Brake Pads.

Mileage is rather low, weekend rider. If not, I usually do indoor cycling.
Condition, well maintained. Normal road usage wear. (Chips etc). No mechanical issues.
Open to negotiations for a fair price. ",N,NA,NA,Y,Kallang MRT Station (EW10),1.31150756,103.87160083,joshibility,Joined 5 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,8,https://www.carousell.sg/p/2021-giant-propel-advanced-2-full-105-shimano-groupset-powermeter-carbon-wheels-1243130727/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=749
98,2 likes,5 images,Btwin van rysel RCR 900 AF  road bike 11sp,745,Lightly used,Meetup,4 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Frame L size 
Weight8.9 kg  
SuspensionRigid
FrameAluminum
ForkCarbon
Wheels700c Aluminum
Drivetrain2 × 11
Groupset105
BrakesRim
",N,NA,NA,Y,Woodlands Vista,1.43122807,103.79231036,streetfighter54,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,24,https://www.carousell.sg/p/btwin-van-rysel-rcr-900-af-road-bike-11sp-1244486050/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=45
99,1 like,1 image,S Works Aethos Ready to Paint Frameset,"6,200",Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"For sale

S-Works Aethos Ready to Paint Frameset
Size 52
Satin Carbon/Jet Fuel

",N,NA,NA,Y,Ubi Ave 3 (Site),1.3328505,103.89390984,aus_bike_sports,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,74,https://www.carousell.sg/p/s-works-aethos-ready-to-paint-frameset-1238424150/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FQeuVZaw8aogQOFi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2411
100,87 likes,10 images,Sworks SL6 size 52 Sram Force Etap,"6,850 6,999",Lightly used,Meetup,1 month ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Sworks SL6 size 52 

groupset Sram Force Etap AXS 12 speed
wheelset roval CLX50

no obligation for the price if too expensive, I don't need price police. slightly nego but with reasonable price. 

fast deal for commit this weekend ✅

condition :
- slightly used because to many bikes.
- normal scratch",N,NA,NA,Y,Blk 951 Hougang Ave 9,1.37507741,103.87818482,beyonic,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,4.9,48,https://www.carousell.sg/p/sworks-sl6-size-52-sram-force-etap-1226870602/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EO-DMEZWhyGo9GoT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2595
101,9 likes,7 images,99.9% New Wilier Zero SLR,"3,200",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Cureent RSP @ $7048

Helping a friend sell his 1month old Wilier 0 SLR frameset. Bought from local distributor Bikemart, warranty registered, will assist with claims if need (provided is manufacturing defect la and not crash).

Size S frameset with carbon seat-post and fork
Matt bronze red
Wilier integrated cockpit 90/400mm (add $800)

*NO WHEELSET, NO SADDLE, NO GROUPSET!",N,NA,NA,Y,Sengkang,1.39087843,103.89513016,Bikesexual,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,538,https://www.carousell.sg/p/99-9-new-wilier-zero-slr-1240655367/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1705
102,8 likes,3 images,Bicycle 女仕脚踏车一架，男仕脚踏车一架,450 550,Heavily used,Meetup,2 months ago,Road Bikes,Posted,Has obvious signs of use or defects.,"2 for $450

Original price:
女仕脚踏车原价$880
男仕脚踏车原价$1200

因为骑了，所以出让",N,NA,NA,Y,Sheng Siong Supermarket,1.43504,103.77561,leechonghoo,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,12,https://www.carousell.sg/p/bicycle-女仕脚踏车一架，男仕脚踏车一架-1230403774/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LcSLfmyp-7__plsS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1410
103,47 likes,1 image,Btwin Riverside 500 Hybrid bike M,190,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Good condition bike
Frame size M
Speed 9 
Wheel size 700CC",N,NA,NA,Y,Woodlands South MRT Station (TE3 ),1.42759212,103.79348248,Lovesingapore10,Joined 9 months ago,Very Responsive,Verified,NA,NA,NA,5.0,12,https://www.carousell.sg/p/btwin-riverside-500-hybrid-bike-m-1240260213/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1871
104,52 likes,5 images,Canyon Aeroad CF SLX BINB size 2XS,"3,800",Brand new,Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"With warranty

Open for Trade wheel-set Cadex Ultra50 or  zipp 353 nsw

Frameset consist of Seat post, handle bar and fork. Super good deal cant get this price with any BN frame here at carousell unless used one without warranty.

Will not come with Saddle


Not :  Sworks,trek Madone,giant Propel,Giant,pinarello,cervelo

",N,NA,NA,Y,Northpoint City,1.42955612,103.83394629,jawker,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,76,https://www.carousell.sg/p/canyon-aeroad-cf-slx-binb-size-2xs-1238723636/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2299
105,Like,3 images,Bicycle helmet,50,Lightly used,Meetup,3 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Sales 2 for $50 

Road bike and foldie
Not for fussy buyer
Black helmet is L - 56 to 61 cm
White helmet is L - 58 to 61 cm

",N,NA,NA,Y,blk 289a punggol place,1.400692,103.901637,paulyn72,Joined 7 years ago,NA,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/bicycle-helmet-1244494346/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
106,25 likes,8 images,Scott Speedster 50 Flatbar Road Bike (Size S),300,Heavily used,Meetup,2 weeks ago,Road Bikes,Posted,Has obvious signs of use or defects.,"Price includes  bike stand and other accessories (air pump, pouches, etc.)

Bicycle parts are as follows (more or less):

Frame »
Hydroformed Alloy Tubing
Road geometry
7005 Alloy Butted
Integrated Headtube
Fender Compatible

Forks »
NEW Speedster
Carbon/Alloy
1 1/8"" Alloy steerer

Head assembly »
Integrated Cartridge

Derailleur »
Shimano Ultegra
RD-6700 30 Speed

Derailleur »
Shimano FD-R773-0 50T

Sorting »
Shimano SL-R770 20/30 Speed

Brake levers »
Scott Comp

Brakes »
Scott Pro L SCBR 538 A
41-56 mm

Converter »
Shimano Triple FC-553 Hollowtech II 30 x 39 x 50

Handlebars »
Scott X - Gen
580 mm

Stem »
Scott Road Team OS
1-1/8"" / four Bolt 31.8 mm

Seat post »
Scott Alloy 31.6mm

Saddle »
Scott Road Team

Front hub »
Scott Team 20H

Rear hub »
Scott Team 24H

Cassette ""
Shimano 105 CS-5600
8 Speed 12-27T

Wires ""
CN - AERO
Black 2 mm

Coats »
Continental Ultra Sport
700 x 23C",N,NA,NA,Y,BB 289 Food House,1.34417859,103.76027423,trex87,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/scott-speedster-50-flatbar-road-bike-size-s-1241433477/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LcSLfmyp-7__plsS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1443
107,2 likes,10 images,Giant Contend 2 2021,500,Heavily used,Meetup,Yesterday,Road Bikes,Posted,Has obvious signs of use or defects.,"Letting go of my first road as I'm moving away, it was a pretty decent and comfortable ride. Self-collect from Kembangan, open to nego

Size: Small (approx 165-174)

- Done about 600km according to Strava (lightly used by previous owner)
- Several scuffs and dings - see pictures for examples (learned to use cleats on this one)
- Serviced 2-weeks ago for $135 (brake cable was replaced)",N,NA,NA,Y,Kembangan,1.32098298,103.91260063,ninjalot,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,20,https://www.carousell.sg/p/giant-contend-2-2021-1244345792/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=106
109,29 likes,5 images,Bicycle,100,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",like new,N,NA,NA,Y,Blk 511A Yishun Street 51,1.41614798,103.84232283,suihuatpang,Joined 1 year ago,Not Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/bicycle-1239553747/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=mHKXp9ZD-f3OwFol&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2055
110,Like,1 image,"🔥$150🔥20 INCH vmax foldable 6 speed bicycle with rear suspension black color fold bike folding seat mesh children lady 29 24"" bag Put kid food 27.5 adult 20"" delivery 26"" rack seat child baby 16"" thermal inch WHATSAPP 89501850",170,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ For Paylah/Paynow to 8950 1850 (Wen) 




Details:
Weight 13kg aprox
Length 150cm
Handle bar height 95cm-105cm
Seat height 79cm-96cm
6 speed gear with suspension 
 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,hyperk,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/🔥-150🔥20-inch-vmax-foldable-6-speed-bicycle-with-rear-suspension-black-color-fold-bike-folding-seat-mesh-children-lady-29-24-bag-put-kid-food-27-5-adult-20-delivery-26-rack-seat-child-baby-16-thermal-inch-whatsapp-89501850-1238135879/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2494
111,Like,1 image,"Lightweight 16 inch 6 Speed Gear Sanhm Foldable bike Foldies Alloy Children Kid Adult thermal "" front 16 lady child food delivery mesh seat adult baby 29 20 seat 27.5 rack 26 children bag 24 inch kid WHATSAPP 89501850",220,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 




➡️ 10KG
➡️ 6 Speed Gear
➡️ 16"""" Wheel 
➡️ Ultralight Body Frame 
➡️  Gift 🎁 

✨ TESTING / SELF COLLECT Available
✨Same Day Delivery Available

MORE PHOTOS:
 bit.ly/3gxAIHB

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,hyperk,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/lightweight-16-inch-6-speed-gear-sanhm-foldable-bike-foldies-alloy-children-kid-adult-thermal-front-16-lady-child-food-delivery-mesh-seat-adult-baby-29-20-seat-27-5-rack-26-children-bag-24-inch-kid-whatsapp-89501850-1238132857/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2516
112,3 likes,4 images,Riverside 500 L,370,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling the bike as i am shifting out from Singapore. Bought this bike 2 years back and I have recently got it serviced. The bike has been lightly used with no scratches and is cleaned every week.  I am giving the accessories such as bike lights, gloves, bottle holder and lock for free.",N,NA,NA,Y,Tanjong Rhu Road,1.29735677,103.87113368,divyans,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.8,2,https://www.carousell.sg/p/riverside-500-l-1240846906/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1638
113,17 likes,8 images,Java Siluro 2,500,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","What you see is what you get.

Java Siluro 2
Frame size 53 (Fits well since my height is 175cm)
All stock parts except the tyres, pedals, and new grip tape.

Got it last year and have been taken care of with love. I'm getting rid of it due to not having time to cycle anymore.

Will clean and do maintenance on the bike when being sold.",N,NA,NA,Y,Yishun MRT Station (NS13),1.42912496,103.83520369,abrisells,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/java-siluro-2-1241209125/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gMRLCAAd4x5OVnEu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1546
114,Like,1 image,"SG Cycling Bicycle Bike Front Rear Mud Guards   child 24 adult mesh children baby inch "" 27.5 food delivery lady rack thermal 26 WHATSAPP 89501850",5,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 
   
   


Feature:
-100% brand new and high quality
-Perfect bicycle front and rear mudguard set.
-Keep your bicycle dryer and cleaner.
-Light weight and easy to assemble.
-Made of a robust flexible plastic material.
-Fittings and screws included
-Front mudguard size: Width: 5cm/Length: 27cm
-Rear Mudguard size: Width: 4.5cm/Length: 35cm
-Color: Black

Package included:
1xFront mudguard
1xRear Mudguard

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/sg-cycling-bicycle-bike-front-rear-mud-guards-child-24-adult-mesh-children-baby-inch-27-5-food-delivery-lady-rack-thermal-26-whatsapp-89501850-1241956690/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1241
115,Like,5 images,Java siluro 3 [TIAGRA] road bike ,550,Lightly used,Meetup,4 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Java siluro 3 that’s in good condition, recently just went for servicing.
Dm for more info

Shifter: Shimano tiagra ST4700
Fd: Shimano tiagra
Rd: shimano tiagra
 
pasak wheelset",N,NA,NA,Y,Lakeside MRT Station (EW26)Can be discussed. ,1.34438658,103.72055369,cssss.__,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,42,https://www.carousell.sg/p/java-siluro-3-with-tiagra-road-bike-1244490304/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=8
